t,plant,axis,Conc_Nitrates_Soil,Tsoil,mineralisation,nitrates,volume
80,1,MS,2987695.59988210,10,0.00333894,2987695.59988210,1
81,1,MS,2987490.08578318,10,0.00333894,2987490.08578318,1
82,1,MS,2987279.45071810,10,0.00333894,2987279.45071810,1
83,1,MS,2987063.46154876,10,0.00333894,2987063.46154876,1
84,1,MS,2986842.38140319,10,0.00333894,2986842.38140319,1
85,1,MS,2986619.46031878,10,0.00333894,2986619.46031878,1
86,1,MS,2986398.41974657,10,0.00333894,2986398.41974657,1
87,1,MS,2986179.94546040,10,0.00333894,2986179.94546040,1
88,1,MS,2985964.56174984,10,0.00333894,2985964.56174984,1
89,1,MS,2985752.59988706,10,0.00333894,2985752.59988706,1
90,1,MS,2985544.24016000,10,0.00333894,2985544.24016000,1
91,1,MS,2985339.58889892,10,0.00333894,2985339.58889892,1
92,1,MS,2985138.69081724,10,0.00333894,2985138.69081724,1
93,1,MS,2984941.55257512,10,0.00333894,2984941.55257512,1
94,1,MS,2984748.14370745,10,0.00333894,2984748.14370745,1
95,1,MS,2984558.43469424,10,0.00333894,2984558.43469424,1
96,1,MS,2984372.32633228,10,0.00333894,2984372.32633228,1
97,1,MS,2984185.72850703,10,0.00333894,2984185.72850703,1
98,1,MS,2983994.45668858,10,0.00333894,2983994.45668858,1
99,1,MS,2983798.06177207,10,0.00333894,2983798.06177207,1
100,1,MS,2983595.68062997,10,0.00333894,2983595.68062997,1
101,1,MS,2983387.67029535,10,0.00333894,2983387.67029535,1
102,1,MS,2983173.58385064,10,0.00333894,2983173.58385064,1
103,1,MS,2982953.48782414,10,0.00333894,2982953.48782414,1
104,1,MS,2982727.43817364,10,0.00333894,2982727.43817364,1
105,1,MS,2982495.54241239,10,0.00333894,2982495.54241239,1
106,1,MS,2982257.96464026,10,0.00333894,2982257.96464026,1
107,1,MS,2982015.03576900,10,0.00333894,2982015.03576900,1
108,1,MS,2981766.73799806,10,0.00333894,2981766.73799806,1
109,1,MS,2981517.03531340,10,0.00333894,2981517.03531340,1
110,1,MS,2981270.18746242,10,0.00333894,2981270.18746242,1
111,1,MS,2981026.85284214,10,0.00333894,2981026.85284214,1
112,1,MS,2980787.47318671,10,0.00333894,2980787.47318671,1
113,1,MS,2980552.29323635,10,0.00333894,2980552.29323635,1
114,1,MS,2980321.42193635,10,0.00333894,2980321.42193635,1
115,1,MS,2980094.90698864,10,0.00333894,2980094.90698864,1
116,1,MS,2979872.73949774,10,0.00333894,2979872.73949774,1
117,1,MS,2979654.88171778,10,0.00333894,2979654.88171778,1
118,1,MS,2979441.26633342,10,0.00333894,2979441.26633342,1
119,1,MS,2979231.81278567,10,0.00333894,2979231.81278567,1
120,1,MS,2979026.42671721,10,0.00333894,2979026.42671721,1
121,1,MS,2978820.13909987,10,0.00333894,2978820.13909987,1
122,1,MS,2978607.96274328,10,0.00333894,2978607.96274328,1
123,1,MS,2978389.50205812,10,0.00333894,2978389.50205812,1
124,1,MS,2978164.07873955,10,0.00333894,2978164.07873955,1
125,1,MS,2977931.75834708,10,0.00333894,2977931.75834708,1
126,1,MS,2977692.66689447,10,0.00333894,2977692.66689447,1
