t,air_temperature,humidity,ambient_CO2,Wind,PARi,,,MJ/m2,W/m2,ppfd(1.89換算)
,30.5,0.56,430,3,194.3,,2023/8/31 17:00,0.37,102.8,194.25
,29.3,0.63,430,2.6,89.3,,2023/8/31 18:00,0.17,47.2,89.25
,28.6,0.68,430,2.4,0.0,,2023/8/31 19:00,0,0.0,0
,27.4,0.76,430,2.2,0.0,,2023/8/31 20:00,,0.0,0
,26.7,0.81,430,2.5,0.0,,2023/8/31 21:00,,0.0,0
,26,0.86,430,2.1,0.0,,2023/8/31 22:00,,0.0,0
,25.5,0.89,430,2.1,0.0,,2023/8/31 23:00,,0.0,0
,25.1,0.92,430,2.2,0.0,,2023/9/1 0:00,,0.0,0
,24.7,0.93,430,1.8,0.0,,2023/9/1 1:00,,0.0,0
,24.8,0.93,430,2.2,0.0,,2023/9/1 2:00,,0.0,0
,24.3,0.94,430,1.8,0.0,,2023/9/1 3:00,,0.0,0
,23.8,0.97,430,1.3,0.0,,2023/9/1 4:00,,0.0,0
,23.9,0.96,430,1.9,0.0,,2023/9/1 5:00,0,0.0,0
,24.2,0.96,430,1.6,57.8,,2023/9/1 6:00,0.11,30.6,57.75
,26.6,0.88,430,1.8,362.3,,2023/9/1 7:00,0.69,191.7,362.25
,28.8,0.73,430,2,735.0,,2023/9/1 8:00,1.4,388.9,735
,30.5,0.64,430,2.7,1060.5,,2023/9/1 9:00,2.02,561.1,1060.5
,31.9,0.6,430,2.9,1323.0,,2023/9/1 10:00,2.52,700.0,1323
,32.3,0.56,430,4.5,1533.0,,2023/9/1 11:00,2.92,811.1,1533
,33.2,0.49,430,4.8,1653.8,,2023/9/1 12:00,3.15,875.0,1653.75
,33.5,0.43,430,4.9,1606.5,,2023/9/1 13:00,3.06,850.0,1606.5
,34.2,0.45,430,3.7,1459.5,,2023/9/1 14:00,2.78,772.2,1459.5
,33.8,0.42,430,5.2,1207.5,,2023/9/1 15:00,2.3,638.9,1207.5
,33.3,0.4,430,4.1,871.5,,2023/9/1 16:00,1.66,461.1,871.5
,31.9,0.47,430,3,504.0,,2023/9/1 17:00,0.96,266.7,504
,30.4,0.51,430,3.3,147.0,,2023/9/1 18:00,0.28,77.8,147
,28.7,0.58,430,2.1,0.0,,2023/9/1 19:00,0,0.0,0
,27.8,0.8,430,2.2,0.0,,2023/9/1 20:00,,0.0,0
,27.4,0.81,430,2.7,0.0,,2023/9/1 21:00,,0.0,0
,26.9,0.85,430,3,0.0,,2023/9/1 22:00,,0.0,0
,26.4,0.89,430,1.7,0.0,,2023/9/1 23:00,,0.0,0
,25.8,0.92,430,1.9,0.0,,2023/9/2 0:00,,0.0,0
,25.2,0.94,430,1.4,0.0,,2023/9/2 1:00,,0.0,0
,25,0.96,430,1.5,0.0,,2023/9/2 2:00,,0.0,0
,25.2,0.94,430,1.6,0.0,,2023/9/2 3:00,,0.0,0
,25,0.95,430,1.3,0.0,,2023/9/2 4:00,,0.0,0
,24.2,0.99,430,1.7,0.0,,2023/9/2 5:00,0,0.0,0
,24.6,0.97,430,0.7,68.3,,2023/9/2 6:00,0.13,36.1,68.25
,27.2,0.87,430,1.9,346.5,,2023/9/2 7:00,0.66,183.3,346.5
,28.9,0.79,430,2.3,624.8,,2023/9/2 8:00,1.19,330.6,624.75
,30,0.71,430,2.1,913.5,,2023/9/2 9:00,1.74,483.3,913.5
,31.5,0.64,430,1.7,908.3,,2023/9/2 10:00,1.73,480.6,908.25
,32.2,0.59,430,2.8,1349.3,,2023/9/2 11:00,2.57,713.9,1349.25
,32.7,0.53,430,2.6,1407.0,,2023/9/2 12:00,2.68,744.4,1407
,33.5,0.52,430,2.2,1391.3,,2023/9/2 13:00,2.65,736.1,1391.25
,33.6,0.53,430,1.2,1197.0,,2023/9/2 14:00,2.28,633.3,1197
,33.3,0.57,430,2.6,1065.8,,2023/9/2 15:00,2.03,563.9,1065.75
,31.7,0.61,430,4,640.5,,2023/9/2 16:00,1.22,338.9,640.5
,30,0.68,430,4.1,283.5,,2023/9/2 17:00,0.54,150.0,283.5
,28.7,0.72,430,3.3,115.5,,2023/9/2 18:00,0.22,61.1,115.5
,27.8,0.76,430,2.3,0.0,,2023/9/2 19:00,0,0.0,0
,27.4,0.8,430,2,0.0,,2023/9/2 20:00,,0.0,0
,26.7,0.85,430,1.9,0.0,,2023/9/2 21:00,,0.0,0
,25.9,0.89,430,1.5,0.0,,2023/9/2 22:00,,0.0,0
,25.9,0.91,430,1.8,0.0,,2023/9/2 23:00,,0.0,0
,24.5,0.96,430,1.2,0.0,,2023/9/3 0:00,,0.0,0
,25,0.95,430,1.2,0.0,,2023/9/3 1:00,,0.0,0
,24.6,0.95,430,1.8,0.0,,2023/9/3 2:00,,0.0,0
,24.8,0.94,430,1.4,0.0,,2023/9/3 3:00,,0.0,0
,24.6,0.96,430,1.7,0.0,,2023/9/3 4:00,,0.0,0
,24.5,0.94,430,1.1,0.0,,2023/9/3 5:00,0,0.0,0
,24.4,0.96,430,1.1,31.5,,2023/9/3 6:00,0.06,16.7,31.5
,26.1,0.9,430,1.7,273.0,,2023/9/3 7:00,0.52,144.4,273
,27.8,0.83,430,2.3,609.0,,2023/9/3 8:00,1.16,322.2,609
,29,0.72,430,2.3,1034.3,,2023/9/3 9:00,1.97,547.2,1034.25
,30.5,0.66,430,2.6,1212.8,,2023/9/3 10:00,2.31,641.7,1212.75
,31.7,0.62,430,3.3,1333.5,,2023/9/3 11:00,2.54,705.6,1333.5
,31.1,0.62,430,3.4,1244.3,,2023/9/3 12:00,2.37,658.3,1244.25
,31.9,0.56,430,2.4,1627.5,,2023/9/3 13:00,3.1,861.1,1627.5
,31.8,0.57,430,3,1349.3,,2023/9/3 14:00,2.57,713.9,1349.25
,30.9,0.6,430,3.6,1039.5,,2023/9/3 15:00,1.98,550.0,1039.5
,29.8,0.7,430,2.6,735.0,,2023/9/3 16:00,1.4,388.9,735
,28.6,0.77,430,2.4,430.5,,2023/9/3 17:00,0.82,227.8,430.5
,27.8,0.81,430,2.9,147.0,,2023/9/3 18:00,0.28,77.8,147
,27.3,0.84,430,2.5,0.0,,2023/9/3 19:00,0,0.0,0
,26.9,0.87,430,2.5,0.0,,2023/9/3 20:00,,0.0,0
,26.7,0.88,430,2.1,0.0,,2023/9/3 21:00,,0.0,0
,26.3,0.9,430,2.1,0.0,,2023/9/3 22:00,,0.0,0
,26.1,0.9,430,2.3,0.0,,2023/9/3 23:00,,0.0,0
,26,0.9,430,2.6,0.0,,2023/9/4 0:00,,0.0,0
,25,0.97,430,2.4,0.0,,2023/9/4 1:00,,0.0,0
,25,0.98,430,1.9,0.0,,2023/9/4 2:00,,0.0,0
,24.7,0.97,430,2.5,0.0,,2023/9/4 3:00,,0.0,0
,24.7,0.98,430,2.1,0.0,,2023/9/4 4:00,,0.0,0
,25.1,0.98,430,2.5,0.0,,2023/9/4 5:00,0,0.0,0
,25.1,0.98,430,2.3,15.8,,2023/9/4 6:00,0.03,8.3,15.75
,25,0.98,430,3.1,63.0,,2023/9/4 7:00,0.12,33.3,63
,25.1,0.96,430,2.9,173.3,,2023/9/4 8:00,0.33,91.7,173.25
,25,0.96,430,3.4,183.8,,2023/9/4 9:00,0.35,97.2,183.75
,25.3,0.97,430,3.6,262.5,,2023/9/4 10:00,0.5,138.9,262.5
,26.1,0.96,430,4.6,735.0,,2023/9/4 11:00,1.4,388.9,735
,26.6,0.91,430,3.1,840.0,,2023/9/4 12:00,1.6,444.4,840
,27.4,0.86,430,3.4,572.3,,2023/9/4 13:00,1.09,302.8,572.25
,27.9,0.82,430,2.5,477.8,,2023/9/4 14:00,0.91,252.8,477.75
,27,0.85,430,2.6,456.8,,2023/9/4 15:00,0.87,241.7,456.75
,27.6,0.86,430,0.9,199.5,,2023/9/4 16:00,0.38,105.6,199.5
,27.3,0.89,430,2.2,110.3,,2023/9/4 17:00,0.21,58.3,110.25
,27.1,0.88,430,2.1,68.3,,2023/9/4 18:00,0.13,36.1,68.25
,27,0.92,430,1.9,0.0,,2023/9/4 19:00,0,0.0,0
,27,0.92,430,2.1,0.0,,2023/9/4 20:00,,0.0,0
,26.7,0.94,430,1.7,0.0,,2023/9/4 21:00,,0.0,0
,26.6,0.94,430,1.8,0.0,,2023/9/4 22:00,,0.0,0
,26.5,0.94,430,1.7,0.0,,2023/9/4 23:00,,0.0,0
,26.1,0.95,430,0.9,0.0,,2023/9/5 0:00,,0.0,0
,25.9,0.96,430,1.2,0.0,,2023/9/5 1:00,,0.0,0
,25.6,0.97,430,1.8,0.0,,2023/9/5 2:00,,0.0,0
,25.6,0.96,430,1.4,0.0,,2023/9/5 3:00,,0.0,0
,25.2,0.98,430,1.5,0.0,,2023/9/5 4:00,,0.0,0
,25,0.98,430,0.8,0.0,,2023/9/5 5:00,0,0.0,0
,25.7,0.97,430,0.4,26.3,,2023/9/5 6:00,0.05,13.9,26.25
,26.4,0.93,430,0.8,199.5,,2023/9/5 7:00,0.38,105.6,199.5
,28.2,0.85,430,1.5,456.8,,2023/9/5 8:00,0.87,241.7,456.75
,29.6,0.82,430,1.9,724.5,,2023/9/5 9:00,1.38,383.3,724.5
,30.8,0.73,430,2.1,824.3,,2023/9/5 10:00,1.57,436.1,824.25
,32.5,0.65,430,3.2,1480.5,,2023/9/5 11:00,2.82,783.3,1480.5
,33.2,0.66,430,4,1149.8,,2023/9/5 12:00,2.19,608.3,1149.75
,33.4,0.66,430,4.4,1312.5,,2023/9/5 13:00,2.5,694.4,1312.5
,32.8,0.64,430,4.3,1401.8,,2023/9/5 14:00,2.67,741.7,1401.75
,33.1,0.64,430,3.5,1144.5,,2023/9/5 15:00,2.18,605.6,1144.5
,31.9,0.66,430,4.2,813.8,,2023/9/5 16:00,1.55,430.6,813.75
,30.9,0.68,430,4.3,451.5,,2023/9/5 17:00,0.86,238.9,451.5
,29.8,0.73,430,3.8,110.3,,2023/9/5 18:00,0.21,58.3,110.25
,28.7,0.78,430,3.9,0.0,,2023/9/5 19:00,0,0.0,0
,28.1,0.82,430,3.1,0.0,,2023/9/5 20:00,,0.0,0
,26.9,0.88,430,1.4,0.0,,2023/9/5 21:00,,0.0,0
,27,0.86,430,2.1,0.0,,2023/9/5 22:00,,0.0,0
,27.1,0.86,430,2.1,0.0,,2023/9/5 23:00,,0.0,0
,25.9,0.88,430,2.6,0.0,,2023/9/6 0:00,,0.0,0
,24.9,0.89,430,2.1,0.0,,2023/9/6 1:00,,0.0,0
,24.6,0.91,430,1.7,0.0,,2023/9/6 2:00,,0.0,0
,24.8,0.87,430,1,0.0,,2023/9/6 3:00,,0.0,0
,24.2,0.93,430,1.5,0.0,,2023/9/6 4:00,,0.0,0
,24.3,0.92,430,1.7,0.0,,2023/9/6 5:00,0,0.0,0
,24.2,0.95,430,1.1,26.3,,2023/9/6 6:00,0.05,13.9,26.25
,25.4,0.9,430,1.3,126.0,,2023/9/6 7:00,0.24,66.7,126
,26.1,0.86,430,1.9,178.5,,2023/9/6 8:00,0.34,94.4,178.5
,27.1,0.86,430,2.1,320.3,,2023/9/6 9:00,0.61,169.4,320.25
,27.4,0.84,430,1.6,351.8,,2023/9/6 10:00,0.67,186.1,351.75
,28.6,0.81,430,3,771.8,,2023/9/6 11:00,1.47,408.3,771.75
,29.2,0.77,430,3.5,903.0,,2023/9/6 12:00,1.72,477.8,903
,31.5,0.67,430,3.6,955.5,,2023/9/6 13:00,1.82,505.6,955.5
,31.1,0.55,430,4.9,1113.0,,2023/9/6 14:00,2.12,588.9,1113
,28,0.72,430,2.9,246.8,,2023/9/6 15:00,0.47,130.6,246.75
,28.6,0.71,430,3.3,351.8,,2023/9/6 16:00,0.67,186.1,351.75
,26.5,0.79,430,4.5,84.0,,2023/9/6 17:00,0.16,44.4,84
,25,0.85,430,1.8,26.3,,2023/9/6 18:00,0.05,13.9,26.25
,24.8,0.9,430,2.1,0.0,,2023/9/6 19:00,0,0.0,0
,24.3,0.93,430,0.8,0.0,,2023/9/6 20:00,,0.0,0
,23.7,0.96,430,2.8,0.0,,2023/9/6 21:00,,0.0,0
,23.2,0.96,430,0.8,0.0,,2023/9/6 22:00,,0.0,0
,23.2,0.93,430,1.5,0.0,,2023/9/6 23:00,,0.0,0
,23.4,0.95,430,1.5,0.0,,2023/9/7 0:00,,0.0,0
,23.3,0.94,430,1.5,0.0,,2023/9/7 1:00,,0.0,0
,23,0.96,430,1.8,0.0,,2023/9/7 2:00,,0.0,0
,22.3,0.98,430,1,0.0,,2023/9/7 3:00,,0.0,0
,21.9,0.99,430,0.5,0.0,,2023/9/7 4:00,,0.0,0
,22.1,0.98,430,1.7,0.0,,2023/9/7 5:00,0,0.0,0
,22.2,0.99,430,1.3,52.5,,2023/9/7 6:00,0.1,27.8,52.5
,23.7,0.92,430,0.6,204.8,,2023/9/7 7:00,0.39,108.3,204.75
,25.7,0.79,430,0.8,567.0,,2023/9/7 8:00,1.08,300.0,567
,27,0.72,430,1,693.0,,2023/9/7 9:00,1.32,366.7,693
,27.7,0.69,430,2.6,939.8,,2023/9/7 10:00,1.79,497.2,939.75
,28.8,0.6,430,2.5,1128.8,,2023/9/7 11:00,2.15,597.2,1128.75
,28.8,0.6,430,1.8,987.0,,2023/9/7 12:00,1.88,522.2,987
,28.3,0.63,430,2.1,913.5,,2023/9/7 13:00,1.74,483.3,913.5
,28.4,0.66,430,2.4,813.8,,2023/9/7 14:00,1.55,430.6,813.75
,28,0.65,430,2.2,567.0,,2023/9/7 15:00,1.08,300.0,567
,27.5,0.63,430,3.1,446.3,,2023/9/7 16:00,0.85,236.1,446.25
,26.9,0.72,430,3.2,189.0,,2023/9/7 17:00,0.36,100.0,189
,26.2,0.8,430,2.1,36.8,,2023/9/7 18:00,0.07,19.4,36.75
,25.8,0.83,430,2.3,0.0,,2023/9/7 19:00,0,0.0,0
,25.6,0.82,430,2.2,0.0,,2023/9/7 20:00,,0.0,0
,25.4,0.83,430,1.2,0.0,,2023/9/7 21:00,,0.0,0
,25.4,0.82,430,3,0.0,,2023/9/7 22:00,,0.0,0
,24.9,0.84,430,1.5,0.0,,2023/9/7 23:00,,0.0,0
,24.3,0.87,430,2.1,0.0,,2023/9/8 0:00,,0.0,0
,23.9,0.88,430,2.8,0.0,,2023/9/8 1:00,,0.0,0
,23.6,0.89,430,1.8,0.0,,2023/9/8 2:00,,0.0,0
,23.2,0.91,430,1.6,0.0,,2023/9/8 3:00,,0.0,0
,22.9,0.94,430,1.9,0.0,,2023/9/8 4:00,,0.0,0
,22.8,0.94,430,1.9,0.0,,2023/9/8 5:00,0,0.0,0
,22.6,0.96,430,2.1,5.3,,2023/9/8 6:00,0.01,2.8,5.25
,22.3,0.97,430,1.3,15.8,,2023/9/8 7:00,0.03,8.3,15.75
,22.2,0.96,430,2.7,21.0,,2023/9/8 8:00,0.04,11.1,21
,21.4,0.93,430,3.9,26.3,,2023/9/8 9:00,0.05,13.9,26.25
,19.9,0.96,430,3.3,26.3,,2023/9/8 10:00,0.05,13.9,26.25
,20,0.97,430,4.8,26.3,,2023/9/8 11:00,0.05,13.9,26.25
,21.3,0.97,430,5.1,42.0,,2023/9/8 12:00,0.08,22.2,42
,21.8,0.98,430,3.4,189.0,,2023/9/8 13:00,0.36,100.0,189
,22.7,0.97,430,3.1,225.8,,2023/9/8 14:00,0.43,119.4,225.75
,22.7,0.97,430,3.6,246.8,,2023/9/8 15:00,0.47,130.6,246.75
,22.9,0.98,430,3.5,141.8,,2023/9/8 16:00,0.27,75.0,141.75
,23.1,0.98,430,2.5,105.0,,2023/9/8 17:00,0.2,55.6,105
,23.5,0.99,430,2.1,36.8,,2023/9/8 18:00,0.07,19.4,36.75
,23.6,0.99,430,0.7,0.0,,2023/9/8 19:00,0,0.0,0
,23.5,0.99,430,1.2,0.0,,2023/9/8 20:00,,0.0,0
,23.5,1,430,0.3,0.0,,2023/9/8 21:00,,0.0,0
,22.6,1,430,1.3,0.0,,2023/9/8 22:00,,0.0,0
,22.3,1,430,1,0.0,,2023/9/8 23:00,,0.0,0
,22.3,1,430,0.9,0.0,,2023/9/9 0:00,,0.0,0
,22.2,1,430,0.8,0.0,,2023/9/9 1:00,,0.0,0
,22.3,1,430,0.7,0.0,,2023/9/9 2:00,,0.0,0
,22.5,1,430,0,0.0,,2023/9/9 3:00,,0.0,0
,22.7,1,430,0.6,0.0,,2023/9/9 4:00,,0.0,0
,22.9,1,430,0.3,0.0,,2023/9/9 5:00,0,0.0,0
,23.2,1,430,0.8,5.3,,2023/9/9 6:00,0.01,2.8,5.25
,22.9,1,430,0.5,68.3,,2023/9/9 7:00,0.13,36.1,68.25
,23.6,1,430,0.6,183.8,,2023/9/9 8:00,0.35,97.2,183.75
,24.8,1,430,0.7,383.3,,2023/9/9 9:00,0.73,202.8,383.25
,27.6,0.89,430,1.5,882.0,,2023/9/9 10:00,1.68,466.7,882
,28.6,0.83,430,2.7,792.8,,2023/9/9 11:00,1.51,419.4,792.75
,28.3,0.87,430,1.8,787.5,,2023/9/9 12:00,1.5,416.7,787.5
,28.6,0.8,430,2.8,677.3,,2023/9/9 13:00,1.29,358.3,677.25
,29.6,0.76,430,3.3,971.3,,2023/9/9 14:00,1.85,513.9,971.25
,30.2,0.72,430,2.8,887.3,,2023/9/9 15:00,1.69,469.4,887.25
,29.8,0.7,430,3.6,803.3,,2023/9/9 16:00,1.53,425.0,803.25
,28.6,0.75,430,2.5,299.3,,2023/9/9 17:00,0.57,158.3,299.25
,27.3,0.81,430,2.4,63.0,,2023/9/9 18:00,0.12,33.3,63
,26.6,0.84,430,3,0.0,,2023/9/9 19:00,0,0.0,0
,26.5,0.84,430,2.2,0.0,,2023/9/9 20:00,,0.0,0
,25.6,0.86,430,1.7,0.0,,2023/9/9 21:00,,0.0,0
,24.8,0.89,430,1.5,0.0,,2023/9/9 22:00,,0.0,0
,23.9,0.94,430,1.9,0.0,,2023/9/9 23:00,,0.0,0
,24,0.93,430,1.7,0.0,,2023/9/10 0:00,,0.0,0
,22.8,0.97,430,1.2,0.0,,2023/9/10 1:00,,0.0,0
,23.7,0.93,430,1.7,0.0,,2023/9/10 2:00,,0.0,0
,23.1,0.95,430,1.6,0.0,,2023/9/10 3:00,,0.0,0
,22.3,0.99,430,1.1,0.0,,2023/9/10 4:00,,0.0,0
,22,1,430,1,0.0,,2023/9/10 5:00,0,0.0,0
,22.5,1,430,0.4,36.8,,2023/9/10 6:00,0.07,19.4,36.75
,25.5,0.95,430,0.8,288.8,,2023/9/10 7:00,0.55,152.8,288.75
,27.2,0.84,430,3,619.5,,2023/9/10 8:00,1.18,327.8,619.5
,28.9,0.77,430,1.6,976.5,,2023/9/10 9:00,1.86,516.7,976.5
,30.9,0.71,430,3.2,1312.5,,2023/9/10 10:00,2.5,694.4,1312.5
,30.9,0.67,430,3.2,1260.0,,2023/9/10 11:00,2.4,666.7,1260
,31.9,0.62,430,3.1,1438.5,,2023/9/10 12:00,2.74,761.1,1438.5
,32.2,0.6,430,3.7,1254.8,,2023/9/10 13:00,2.39,663.9,1254.75
,31.7,0.6,430,3.1,1197.0,,2023/9/10 14:00,2.28,633.3,1197
,32.2,0.62,430,3.6,1008.0,,2023/9/10 15:00,1.92,533.3,1008
,32,0.58,430,3.4,792.8,,2023/9/10 16:00,1.51,419.4,792.75
,30.5,0.65,430,3.2,404.3,,2023/9/10 17:00,0.77,213.9,404.25
,29.4,0.7,430,2.7,84.0,,2023/9/10 18:00,0.16,44.4,84
,28.2,0.75,430,3.1,0.0,,2023/9/10 19:00,0,0.0,0
,27,0.83,430,1.9,0.0,,2023/9/10 20:00,,0.0,0
,26.6,0.86,430,1.8,0.0,,2023/9/10 21:00,,0.0,0
,25.8,0.89,430,1.3,0.0,,2023/9/10 22:00,,0.0,0
,25.3,0.92,430,1.7,0.0,,2023/9/10 23:00,,0.0,0
,24.8,0.96,430,1.7,0.0,,2023/9/11 0:00,,0.0,0
,25.2,0.94,430,1.8,0.0,,2023/9/11 1:00,,0.0,0
,24.3,0.97,430,1.3,0.0,,2023/9/11 2:00,,0.0,0
,24.7,0.96,430,1.5,0.0,,2023/9/11 3:00,,0.0,0
,23.6,0.99,430,1.3,0.0,,2023/9/11 4:00,,0.0,0
,23.4,0.99,430,1.1,0.0,,2023/9/11 5:00,0,0.0,0
,24.5,0.99,430,1.2,47.3,,2023/9/11 6:00,0.09,25.0,47.25
,25.9,0.92,430,1.9,241.5,,2023/9/11 7:00,0.46,127.8,241.5
,27.3,0.85,430,1.5,493.5,,2023/9/11 8:00,0.94,261.1,493.5
,28.8,0.72,430,2.1,761.3,,2023/9/11 9:00,1.45,402.8,761.25
,30.1,0.7,430,1.3,1097.3,,2023/9/11 10:00,2.09,580.6,1097.25
,29.6,0.67,430,2.6,834.8,,2023/9/11 11:00,1.59,441.7,834.75
,30.6,0.65,430,2.7,1123.5,,2023/9/11 12:00,2.14,594.4,1123.5
,30.3,0.66,430,2.3,1181.3,,2023/9/11 13:00,2.25,625.0,1181.25
,30.7,0.64,430,1.9,761.3,,2023/9/11 14:00,1.45,402.8,761.25
,29.7,0.71,430,2.3,346.5,,2023/9/11 15:00,0.66,183.3,346.5
,31.1,0.66,430,2.3,309.8,,2023/9/11 16:00,0.59,163.9,309.75
,29.5,0.7,430,2.6,372.8,,2023/9/11 17:00,0.71,197.2,372.75
,28.3,0.77,430,2.4,42.0,,2023/9/11 18:00,0.08,22.2,42
,27.5,0.82,430,2.3,0.0,,2023/9/11 19:00,0,0.0,0
,26.9,0.84,430,1.9,0.0,,2023/9/11 20:00,,0.0,0
,25.8,0.9,430,1.4,0.0,,2023/9/11 21:00,,0.0,0
,25.6,0.92,430,1.9,0.0,,2023/9/11 22:00,,0.0,0
,25.6,0.92,430,1.9,0.0,,2023/9/11 23:00,,0.0,0
,25.4,0.94,430,1.8,0.0,,2023/9/12 0:00,,0.0,0
,25.3,0.95,430,1.7,0.0,,2023/9/12 1:00,,0.0,0
,25.5,0.94,430,1.5,0.0,,2023/9/12 2:00,,0.0,0
,24.8,0.95,430,1.1,0.0,,2023/9/12 3:00,,0.0,0
,24.1,0.99,430,0.8,0.0,,2023/9/12 4:00,,0.0,0
,24.3,0.99,430,1.4,0.0,,2023/9/12 5:00,0,0.0,0
,24.7,0.98,430,0.9,57.8,,2023/9/12 6:00,0.11,30.6,57.75
